production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
234,792,8,2,9781,173,1.77,PROD-2024801308
235,303,6,1,647,9,1.39,PROD-2023322362
236,740,16,7,9801,271,2.77,PROD-2023102033
237,973,4,4,2520,31,1.23,PROD-2025308494
238,1082,21,3,5817,161,2.77,PROD-2024927260
239,403,3,6,9321,135,1.45,PROD-2025826191
240,1074,20,7,7869,186,2.36,PROD-2025849143
241,304,21,4,2102,31,1.47,PROD-2025611922
242,992,11,4,2941,66,2.24,PROD-2024860455
243,775,19,5,9018,164,1.82,PROD-2025515408
244,512,9,1,329,3,0.91,PROD-2025353839
245,728,8,8,8787,107,1.22,PROD-2025522826
246,87,15,2,8513,99,1.16,PROD-2024270208
247,723,1,1,4819,56,1.16,PROD-2024357527
248,865,20,8,1259,22,1.75,PROD-2024589751
249,195,8,2,3573,66,1.85,PROD-2024875993
250,463,3,8,4368,75,1.72,PROD-2024682128
251,1090,3,5,3153,77,2.44,PROD-2025303793
252,568,17,3,3951,58,1.47,PROD-2024563799
253,118,11,3,4756,80,1.68,PROD-2025599030
254,890,13,1,1728,20,1.16,PROD-2024559521
255,1051,13,6,8488,220,2.59,PROD-2023349171
256,427,19,7,5458,122,2.24,PROD-2024226095
257,15,8,4,7619,177,2.32,PROD-2025333275
258,211,4,4,2399,39,1.63,PROD-2024778364
259,197,22,4,2238,38,1.7,PROD-2024116977
260,1,11,5,1555,31,1.99,PROD-2023840598
261,285,19,3,9371,139,1.48,PROD-2025712433
262,202,5,5,488,8,1.64,PROD-2023467126
263,1061,4,6,6515,169,2.59,PROD-2023544679
264,454,13,2,6988,99,1.42,PROD-2023774152
265,825,9,4,1396,15,1.07,PROD-2025999948
266,499,19,6,1930,34,1.76,PROD-2025264729
267,659,4,5,5467,86,1.57,PROD-2024203343
268,448,14,2,4986,50,1.0,PROD-2025908171
269,260,17,6,8653,156,1.8,PROD-2025959002
270,135,9,1,2230,24,1.08,PROD-2025911826
271,813,18,2,4512,62,1.37,PROD-2025735403
272,107,9,6,6181,118,1.91,PROD-2023348287
273,697,1,1,397,10,2.52,PROD-2025492610
274,1019,11,1,1860,22,1.18,PROD-2024150114
275,323,9,3,7905,176,2.23,PROD-2023111071
276,138,20,6,4113,121,2.94,PROD-2024191666
277,961,6,7,7371,93,1.26,PROD-2024839607
278,9,22,3,9916,251,2.53,PROD-2025776716
279,974,19,6,3210,63,1.96,PROD-2025774977
280,718,9,3,6002,92,1.53,PROD-2024650186
281,433,17,3,2608,68,2.61,PROD-2023337726
282,48,21,5,4028,82,2.04,PROD-2023550915
283,483,17,8,2001,51,2.55,PROD-2024603634
284,98,20,2,5486,86,1.57,PROD-2024132735
285,790,10,4,358,7,1.96,PROD-2025658017
286,737,19,8,6141,180,2.93,PROD-2023208075
287,1087,1,2,2711,63,2.32,PROD-2024330489
288,268,12,4,5090,129,2.53,PROD-2025991676
289,421,16,8,4544,133,2.93,PROD-2024391560
290,643,9,2,3736,109,2.92,PROD-2025619827
291,831,18,2,4992,103,2.06,PROD-2023410793
292,5,3,7,5656,75,1.33,PROD-2023444500
293,511,14,3,7081,103,1.45,PROD-2025472244
294,158,2,7,8245,102,1.24,PROD-2024460173
295,174,17,7,2027,44,2.17,PROD-2025247946
296,662,3,5,6537,89,1.36,PROD-2023928199
297,993,21,7,775,10,1.29,PROD-2023479226
298,459,11,7,6091,100,1.64,PROD-2025645484
299,762,20,2,1278,22,1.72,PROD-2024230965
300,1050,5,6,811,24,2.96,PROD-2025313003
301,40,22,4,9384,248,2.64,PROD-2024355548
302,28,20,2,4621,91,1.97,PROD-2023928400
303,380,21,4,2207,40,1.81,PROD-2024542466
304,81,9,2,2717,48,1.77,PROD-2025613982
305,73,18,4,5799,147,2.53,PROD-2025413063
306,400,21,3,4676,74,1.58,PROD-2023529865
307,711,22,4,9958,286,2.87,PROD-2024641218
308,770,1,8,636,13,2.04,PROD-2025476401
309,401,6,8,9526,281,2.95,PROD-2023958299
310,108,15,2,6071,180,2.96,PROD-2023247222
311,277,5,5,4789,119,2.48,PROD-2025709267
312,347,14,5,9896,196,1.98,PROD-2025810094
313,126,6,4,6474,101,1.56,PROD-2023879289
314,509,21,7,2304,52,2.26,PROD-2024419642
315,366,8,5,5120,104,2.03,PROD-2025761576
316,353,5,4,8231,138,1.68,PROD-2023239709
317,54,14,3,3180,95,2.99,PROD-2023415293
318,218,10,4,4121,102,2.48,PROD-2025962929
319,168,8,2,9961,257,2.58,PROD-2024412150
320,517,20,3,8598,91,1.06,PROD-2025954344
321,356,18,5,2561,57,2.23,PROD-2024361693
322,570,2,5,1661,36,2.17,PROD-2025380780
323,199,9,7,646,18,2.79,PROD-2025337579
324,131,12,5,2192,51,2.33,PROD-2025888841
325,166,19,1,4995,80,1.6,PROD-2025376774
326,941,4,7,7016,191,2.72,PROD-2024100410
327,630,11,5,380,10,2.63,PROD-2025313163
328,749,15,6,6864,205,2.99,PROD-2025380890
329,736,14,4,4623,87,1.88,PROD-2024489472
330,296,17,8,1649,28,1.7,PROD-2025741875
331,147,6,7,4733,95,2.01,PROD-2025380609
332,1009,10,1,4515,73,1.62,PROD-2023405244
333,803,12,3,3914,111,2.84,PROD-2023579552
334,345,5,8,5028,98,1.95,PROD-2024920168
335,226,13,6,2240,47,2.1,PROD-2025696022
336,422,11,5,2912,32,1.1,PROD-2023415738
337,537,9,1,2382,44,1.85,PROD-2025703595
338,221,17,2,8997,211,2.35,PROD-2025654013
339,1019,8,7,2655,70,2.64,PROD-2024258136
340,556,5,3,5454,73,1.34,PROD-2024675085
341,849,12,4,8917,237,2.66,PROD-2024406629
342,149,16,1,237,5,2.11,PROD-2024954581
343,198,10,1,2080,22,1.06,PROD-2025877556
344,757,22,8,4475,110,2.46,PROD-2024798137
345,37,5,5,4377,103,2.35,PROD-2025858382
346,11,10,6,4856,78,1.61,PROD-2024256753
347,458,9,4,5110,70,1.37,PROD-2024602317
348,1050,14,5,4618,118,2.56,PROD-2025928512
349,669,19,1,4204,87,2.07,PROD-2025573847
350,1052,22,8,7463,146,1.96,PROD-2023786225
351,215,13,6,2835,52,1.83,PROD-2025976591
352,968,8,5,4157,108,2.6,PROD-2024716923
353,822,15,5,4370,110,2.52,PROD-2023922658
354,730,14,2,623,12,1.93,PROD-2024225358
355,1094,10,5,1499,24,1.6,PROD-2024125247
356,863,14,5,4519,51,1.13,PROD-2025531918
357,1055,7,6,1921,47,2.45,PROD-2025920104
358,412,11,2,7700,226,2.94,PROD-2024518274
359,123,9,7,7456,219,2.94,PROD-2024944695
360,407,16,7,2996,53,1.77,PROD-2024129370
361,814,6,2,5951,62,1.04,PROD-2023918091
362,447,5,6,9922,284,2.86,PROD-2025288717
363,926,11,8,5143,147,2.86,PROD-2024765139
364,72,17,6,3409,67,1.97,PROD-2025417460
365,566,6,6,3623,53,1.46,PROD-2024126530
366,276,19,3,9601,242,2.52,PROD-2025812427
367,858,8,2,8424,125,1.48,PROD-2025648126
368,835,7,3,5065,89,1.76,PROD-2024467805
369,849,17,6,7862,160,2.04,PROD-2025167245
370,681,6,7,2924,71,2.43,PROD-2025801212
371,387,15,3,1096,25,2.28,PROD-2023197324
372,809,13,8,4119,78,1.89,PROD-2025649397
373,328,1,5,2812,66,2.35,PROD-2025650008
374,20,2,8,7756,215,2.77,PROD-2023425757
375,242,19,8,2642,43,1.63,PROD-2024308152
376,668,22,2,5137,153,2.98,PROD-2024769338
377,1092,20,8,5896,66,1.12,PROD-2025397281
378,85,6,3,2031,28,1.38,PROD-2025405865
379,566,5,2,5328,154,2.89,PROD-2025162061
380,1082,5,2,5867,60,1.02,PROD-2025339059
381,485,8,2,8810,131,1.49,PROD-2025169129
382,57,13,5,7329,158,2.16,PROD-2025812536
383,1015,2,6,1567,22,1.4,PROD-2024138536
384,315,20,7,5811,117,2.01,PROD-2024581337
385,151,17,5,862,17,1.97,PROD-2025517416
386,162,19,2,7546,95,1.26,PROD-2025709346
387,963,16,4,5336,121,2.27,PROD-2023674593
388,92,3,8,3203,43,1.34,PROD-2025649372
389,450,12,5,472,12,2.54,PROD-2024272757
390,976,20,2,1432,35,2.44,PROD-2023263824
391,581,3,4,2674,66,2.47,PROD-2025917222
392,132,21,1,9109,93,1.02,PROD-2025704802
393,478,9,3,8448,150,1.78,PROD-2023138156
394,141,21,8,6320,174,2.75,PROD-2025583694
395,631,7,4,8607,96,1.12,PROD-2023998204
396,268,15,5,3874,76,1.96,PROD-2025496414
397,1077,11,8,3001,62,2.07,PROD-2025353648
398,570,20,2,7342,192,2.62,PROD-2024320848
399,485,3,5,6528,72,1.1,PROD-2024110774
400,95,20,3,4302,46,1.07,PROD-2024969240
401,694,6,5,5907,108,1.83,PROD-2025476041
402,885,4,1,7669,221,2.88,PROD-2024800894
403,254,5,3,2737,29,1.06,PROD-2025511837
404,250,7,5,1760,23,1.31,PROD-2023968977
405,315,11,3,8276,185,2.24,PROD-2024280160
406,1060,3,7,9034,221,2.45,PROD-2024578339
407,413,21,7,1191,34,2.85,PROD-2025718036
408,392,14,7,4726,98,2.07,PROD-2025808932
409,523,11,4,2798,32,1.14,PROD-2023748496
410,908,16,6,3207,36,1.12,PROD-2023232854
411,998,15,6,3078,73,2.37,PROD-2025315288
412,669,6,5,482,7,1.45,PROD-2024488970
413,822,1,8,7601,156,2.05,PROD-2025602822
414,1021,22,5,3390,88,2.6,PROD-2025781110
415,957,18,5,4840,139,2.87,PROD-2025878578
416,511,5,1,4676,108,2.31,PROD-2023897486
417,899,16,6,6889,106,1.54,PROD-2023917669
418,709,15,8,3752,56,1.49,PROD-2023486680
419,1033,16,3,4567,71,1.55,PROD-2025800917
420,1090,4,2,4606,65,1.41,PROD-2023564101
421,362,7,5,7507,197,2.62,PROD-2025384718
422,778,10,5,7292,154,2.11,PROD-2025446339
423,946,17,1,3126,73,2.34,PROD-2023665371
424,879,14,6,954,18,1.89,PROD-2023228902
425,79,2,7,914,15,1.64,PROD-2025204347
426,680,7,3,9514,107,1.12,PROD-2024618109
427,917,15,6,7817,168,2.15,PROD-2025792302
428,995,21,3,9644,219,2.27,PROD-2025240445
429,1073,1,1,7607,202,2.66,PROD-2024850495
430,736,10,1,2017,29,1.44,PROD-2023808367
431,186,12,1,5771,74,1.28,PROD-2025496052
432,1064,15,3,1116,21,1.88,PROD-2024419117
433,185,10,5,8269,184,2.23,PROD-2024348785
434,386,22,3,7380,197,2.67,PROD-2023640148
435,765,17,2,5888,68,1.15,PROD-2023299695
436,320,17,4,7178,155,2.16,PROD-2025964895
437,13,17,8,6141,150,2.44,PROD-2023866255
438,573,6,4,9742,248,2.55,PROD-2024222661
439,110,11,2,8343,242,2.9,PROD-2024924466
440,899,12,4,8237,228,2.77,PROD-2025930786
441,918,5,7,4643,90,1.94,PROD-2025421408
442,928,20,3,7033,92,1.31,PROD-2023281716
443,865,11,1,4501,99,2.2,PROD-2025945080
444,944,4,5,3986,99,2.48,PROD-2025745567
445,592,16,2,7152,91,1.27,PROD-2025726581
446,656,11,1,532,10,1.88,PROD-2024403045
447,399,7,6,2936,32,1.09,PROD-2023250941
448,265,6,2,307,7,2.28,PROD-2025274279
449,426,21,1,4076,95,2.33,PROD-2023771562
450,315,16,8,7005,75,1.07,PROD-2025488506
451,908,9,3,7440,212,2.85,PROD-2023952591
452,551,1,2,6026,119,1.97,PROD-2025838951
453,951,22,8,469,8,1.71,PROD-2025868747
454,633,3,3,2553,55,2.15,PROD-2024807000
455,308,7,4,5433,139,2.56,PROD-2025771611
456,622,17,6,9037,116,1.28,PROD-2025479088
457,705,5,3,3307,45,1.36,PROD-2023517898
458,764,2,6,1508,42,2.79,PROD-2023851779
459,237,21,7,9605,268,2.79,PROD-2023213932
460,970,20,8,7025,127,1.81,PROD-2025859308
461,274,13,5,4632,103,2.22,PROD-2024414208
462,1060,18,7,8162,201,2.46,PROD-2025875500
463,612,14,7,2044,50,2.45,PROD-2025452665
464,38,1,4,7447,155,2.08,PROD-2025811107
465,533,1,3,1907,19,1.0,PROD-2025173821
466,489,7,6,7904,102,1.29,PROD-2025968755
467,350,11,2,2044,24,1.17,PROD-2023460922
468,658,22,1,6761,81,1.2,PROD-2023578480
469,362,13,5,878,24,2.73,PROD-2024852030
470,40,9,1,5164,74,1.43,PROD-2025766422
471,738,1,7,5541,125,2.26,PROD-2025606163
472,804,22,5,1794,37,2.06,PROD-2025755032
473,843,18,4,8369,239,2.86,PROD-2023414191
474,935,19,7,3974,41,1.03,PROD-2024752611
475,418,5,8,9547,117,1.23,PROD-2025863175
476,837,12,8,3532,77,2.18,PROD-2024538992
477,549,3,4,8358,132,1.58,PROD-2025325070
478,240,8,2,2931,42,1.43,PROD-2023113432
479,207,2,8,2369,50,2.11,PROD-2024881650
480,79,18,4,7662,124,1.62,PROD-2024108385
481,757,13,4,8857,121,1.37,PROD-2025823991
482,1017,1,1,3830,102,2.66,PROD-2024639100
483,1090,4,1,4336,96,2.21,PROD-2024102214
484,139,15,8,1388,38,2.74,PROD-2025210253
485,75,17,8,3103,48,1.55,PROD-2025109207
486,818,16,4,4047,43,1.06,PROD-2024307463
487,859,9,4,4785,83,1.73,PROD-2024901174
488,1059,16,3,7998,108,1.35,PROD-2024898855
489,1056,22,2,2694,73,2.71,PROD-2024845068
490,501,10,8,4879,112,2.3,PROD-2024321064
491,669,22,3,6274,82,1.31,PROD-2025429845
492,1044,22,7,9098,174,1.91,PROD-2025688304
493,403,14,1,1538,17,1.11,PROD-2024678695
494,306,20,8,3902,96,2.46,PROD-2024283785
495,806,16,2,6859,143,2.08,PROD-2024750092
496,150,8,6,6069,83,1.37,PROD-2024804156
497,720,14,6,6070,180,2.97,PROD-2025322895
498,658,18,3,5971,78,1.31,PROD-2025724974
499,781,15,8,3868,72,1.86,PROD-2025823220
500,139,13,8,1057,23,2.18,PROD-2024472345
501,1036,12,1,1666,43,2.58,PROD-2024955536
502,3,18,8,1296,30,2.31,PROD-2025725985
503,735,1,7,803,8,1.0,PROD-2025189249
504,1021,2,3,2329,31,1.33,PROD-2024928458
505,1032,17,7,934,19,2.03,PROD-2025819486
506,658,19,1,7250,201,2.77,PROD-2025267688
507,261,15,3,6831,119,1.74,PROD-2025783555
508,96,13,7,2399,27,1.13,PROD-2025909496
509,93,9,7,6862,174,2.54,PROD-2024511714
510,436,6,5,550,8,1.45,PROD-2023290478
511,963,13,5,8583,152,1.77,PROD-2025892965
512,528,16,8,5426,75,1.38,PROD-2025838610
513,704,9,3,4207,50,1.19,PROD-2025215609
514,735,6,8,6391,151,2.36,PROD-2023905184
515,1074,16,1,531,14,2.64,PROD-2025613428
516,624,7,6,3165,80,2.53,PROD-2024294364
517,766,5,7,7050,152,2.16,PROD-2025912172
518,904,17,2,7325,194,2.65,PROD-2025938909
519,953,12,1,9394,272,2.9,PROD-2024693339
520,1065,18,1,5414,99,1.83,PROD-2024890913
521,533,4,5,7067,168,2.38,PROD-2023614877
522,410,13,2,4410,107,2.43,PROD-2025132058
523,50,1,2,3552,71,2.0,PROD-2025990019
524,712,13,1,7284,200,2.75,PROD-2024271434
525,123,20,3,6280,182,2.9,PROD-2024394846
526,933,12,2,4873,82,1.68,PROD-2025240138
527,581,12,7,400,9,2.25,PROD-2024491095
528,457,12,2,8720,206,2.36,PROD-2024530064
529,168,7,3,8056,146,1.81,PROD-2025373548
530,772,8,3,8097,153,1.89,PROD-2023320932
531,224,20,2,1558,39,2.5,PROD-2025798627
532,246,8,1,5278,103,1.95,PROD-2023358778
533,100,7,3,3101,47,1.52,PROD-2024890021
534,621,1,2,6632,160,2.41,PROD-2023286274
