date_key,date,year,quarter,month,month_name,week,day,day_of_week,day_name,is_weekend
35,2023-02-04,2023,1,2,February,5,4,5,Saturday,1
36,2023-02-05,2023,1,2,February,5,5,6,Sunday,1
37,2023-02-06,2023,1,2,February,6,6,0,Monday,0
38,2023-02-07,2023,1,2,February,6,7,1,Tuesday,0
39,2023-02-08,2023,1,2,February,6,8,2,Wednesday,0
40,2023-02-09,2023,1,2,February,6,9,3,Thursday,0
41,2023-02-10,2023,1,2,February,6,10,4,Friday,0
42,2023-02-11,2023,1,2,February,6,11,5,Saturday,1
43,2023-02-12,2023,1,2,February,6,12,6,Sunday,1
44,2023-02-13,2023,1,2,February,7,13,0,Monday,0
45,2023-02-14,2023,1,2,February,7,14,1,Tuesday,0
46,2023-02-15,2023,1,2,February,7,15,2,Wednesday,0
47,2023-02-16,2023,1,2,February,7,16,3,Thursday,0
48,2023-02-17,2023,1,2,February,7,17,4,Friday,0
49,2023-02-18,2023,1,2,February,7,18,5,Saturday,1
50,2023-02-19,2023,1,2,February,7,19,6,Sunday,1
51,2023-02-20,2023,1,2,February,8,20,0,Monday,0
52,2023-02-21,2023,1,2,February,8,21,1,Tuesday,0
53,2023-02-22,2023,1,2,February,8,22,2,Wednesday,0
54,2023-02-23,2023,1,2,February,8,23,3,Thursday,0
55,2023-02-24,2023,1,2,February,8,24,4,Friday,0
56,2023-02-25,2023,1,2,February,8,25,5,Saturday,1
57,2023-02-26,2023,1,2,February,8,26,6,Sunday,1
58,2023-02-27,2023,1,2,February,9,27,0,Monday,0
59,2023-02-28,2023,1,2,February,9,28,1,Tuesday,0
60,2023-03-01,2023,1,3,March,9,1,2,Wednesday,0
61,2023-03-02,2023,1,3,March,9,2,3,Thursday,0
62,2023-03-03,2023,1,3,March,9,3,4,Friday,0
63,2023-03-04,2023,1,3,March,9,4,5,Saturday,1
64,2023-03-05,2023,1,3,March,9,5,6,Sunday,1
65,2023-03-06,2023,1,3,March,10,6,0,Monday,0
66,2023-03-07,2023,1,3,March,10,7,1,Tuesday,0
67,2023-03-08,2023,1,3,March,10,8,2,Wednesday,0
68,2023-03-09,2023,1,3,March,10,9,3,Thursday,0
69,2023-03-10,2023,1,3,March,10,10,4,Friday,0
70,2023-03-11,2023,1,3,March,10,11,5,Saturday,1
71,2023-03-12,2023,1,3,March,10,12,6,Sunday,1
72,2023-03-13,2023,1,3,March,11,13,0,Monday,0
73,2023-03-14,2023,1,3,March,11,14,1,Tuesday,0
74,2023-03-15,2023,1,3,March,11,15,2,Wednesday,0
75,2023-03-16,2023,1,3,March,11,16,3,Thursday,0
76,2023-03-17,2023,1,3,March,11,17,4,Friday,0
77,2023-03-18,2023,1,3,March,11,18,5,Saturday,1
78,2023-03-19,2023,1,3,March,11,19,6,Sunday,1
79,2023-03-20,2023,1,3,March,12,20,0,Monday,0
80,2023-03-21,2023,1,3,March,12,21,1,Tuesday,0
81,2023-03-22,2023,1,3,March,12,22,2,Wednesday,0
82,2023-03-23,2023,1,3,March,12,23,3,Thursday,0
83,2023-03-24,2023,1,3,March,12,24,4,Friday,0
84,2023-03-25,2023,1,3,March,12,25,5,Saturday,1
85,2023-03-26,2023,1,3,March,12,26,6,Sunday,1
86,2023-03-27,2023,1,3,March,13,27,0,Monday,0
87,2023-03-28,2023,1,3,March,13,28,1,Tuesday,0
88,2023-03-29,2023,1,3,March,13,29,2,Wednesday,0
89,2023-03-30,2023,1,3,March,13,30,3,Thursday,0
90,2023-03-31,2023,1,3,March,13,31,4,Friday,0
91,2023-04-01,2023,2,4,April,13,1,5,Saturday,1
92,2023-04-02,2023,2,4,April,13,2,6,Sunday,1
93,2023-04-03,2023,2,4,April,14,3,0,Monday,0
94,2023-04-04,2023,2,4,April,14,4,1,Tuesday,0
95,2023-04-05,2023,2,4,April,14,5,2,Wednesday,0
96,2023-04-06,2023,2,4,April,14,6,3,Thursday,0
97,2023-04-07,2023,2,4,April,14,7,4,Friday,0
98,2023-04-08,2023,2,4,April,14,8,5,Saturday,1
99,2023-04-09,2023,2,4,April,14,9,6,Sunday,1
100,2023-04-10,2023,2,4,April,15,10,0,Monday,0
101,2023-04-11,2023,2,4,April,15,11,1,Tuesday,0
102,2023-04-12,2023,2,4,April,15,12,2,Wednesday,0
103,2023-04-13,2023,2,4,April,15,13,3,Thursday,0
104,2023-04-14,2023,2,4,April,15,14,4,Friday,0
105,2023-04-15,2023,2,4,April,15,15,5,Saturday,1
106,2023-04-16,2023,2,4,April,15,16,6,Sunday,1
107,2023-04-17,2023,2,4,April,16,17,0,Monday,0
108,2023-04-18,2023,2,4,April,16,18,1,Tuesday,0
109,2023-04-19,2023,2,4,April,16,19,2,Wednesday,0
110,2023-04-20,2023,2,4,April,16,20,3,Thursday,0
111,2023-04-21,2023,2,4,April,16,21,4,Friday,0
112,2023-04-22,2023,2,4,April,16,22,5,Saturday,1
113,2023-04-23,2023,2,4,April,16,23,6,Sunday,1
114,2023-04-24,2023,2,4,April,17,24,0,Monday,0
115,2023-04-25,2023,2,4,April,17,25,1,Tuesday,0
116,2023-04-26,2023,2,4,April,17,26,2,Wednesday,0
117,2023-04-27,2023,2,4,April,17,27,3,Thursday,0
118,2023-04-28,2023,2,4,April,17,28,4,Friday,0
119,2023-04-29,2023,2,4,April,17,29,5,Saturday,1
120,2023-04-30,2023,2,4,April,17,30,6,Sunday,1
121,2023-05-01,2023,2,5,May,18,1,0,Monday,0
122,2023-05-02,2023,2,5,May,18,2,1,Tuesday,0
123,2023-05-03,2023,2,5,May,18,3,2,Wednesday,0
124,2023-05-04,2023,2,5,May,18,4,3,Thursday,0
125,2023-05-05,2023,2,5,May,18,5,4,Friday,0
126,2023-05-06,2023,2,5,May,18,6,5,Saturday,1
127,2023-05-07,2023,2,5,May,18,7,6,Sunday,1
128,2023-05-08,2023,2,5,May,19,8,0,Monday,0
129,2023-05-09,2023,2,5,May,19,9,1,Tuesday,0
130,2023-05-10,2023,2,5,May,19,10,2,Wednesday,0
131,2023-05-11,2023,2,5,May,19,11,3,Thursday,0
132,2023-05-12,2023,2,5,May,19,12,4,Friday,0
133,2023-05-13,2023,2,5,May,19,13,5,Saturday,1
134,2023-05-14,2023,2,5,May,19,14,6,Sunday,1
135,2023-05-15,2023,2,5,May,20,15,0,Monday,0
136,2023-05-16,2023,2,5,May,20,16,1,Tuesday,0
137,2023-05-17,2023,2,5,May,20,17,2,Wednesday,0
138,2023-05-18,2023,2,5,May,20,18,3,Thursday,0
139,2023-05-19,2023,2,5,May,20,19,4,Friday,0
140,2023-05-20,2023,2,5,May,20,20,5,Saturday,1
141,2023-05-21,2023,2,5,May,20,21,6,Sunday,1
142,2023-05-22,2023,2,5,May,21,22,0,Monday,0
143,2023-05-23,2023,2,5,May,21,23,1,Tuesday,0
144,2023-05-24,2023,2,5,May,21,24,2,Wednesday,0
145,2023-05-25,2023,2,5,May,21,25,3,Thursday,0
146,2023-05-26,2023,2,5,May,21,26,4,Friday,0
147,2023-05-27,2023,2,5,May,21,27,5,Saturday,1
148,2023-05-28,2023,2,5,May,21,28,6,Sunday,1
149,2023-05-29,2023,2,5,May,22,29,0,Monday,0
150,2023-05-30,2023,2,5,May,22,30,1,Tuesday,0
151,2023-05-31,2023,2,5,May,22,31,2,Wednesday,0
152,2023-06-01,2023,2,6,June,22,1,3,Thursday,0
153,2023-06-02,2023,2,6,June,22,2,4,Friday,0
154,2023-06-03,2023,2,6,June,22,3,5,Saturday,1
155,2023-06-04,2023,2,6,June,22,4,6,Sunday,1
156,2023-06-05,2023,2,6,June,23,5,0,Monday,0
157,2023-06-06,2023,2,6,June,23,6,1,Tuesday,0
158,2023-06-07,2023,2,6,June,23,7,2,Wednesday,0
159,2023-06-08,2023,2,6,June,23,8,3,Thursday,0
160,2023-06-09,2023,2,6,June,23,9,4,Friday,0
161,2023-06-10,2023,2,6,June,23,10,5,Saturday,1
162,2023-06-11,2023,2,6,June,23,11,6,Sunday,1
163,2023-06-12,2023,2,6,June,24,12,0,Monday,0
164,2023-06-13,2023,2,6,June,24,13,1,Tuesday,0
165,2023-06-14,2023,2,6,June,24,14,2,Wednesday,0
166,2023-06-15,2023,2,6,June,24,15,3,Thursday,0
167,2023-06-16,2023,2,6,June,24,16,4,Friday,0
168,2023-06-17,2023,2,6,June,24,17,5,Saturday,1
169,2023-06-18,2023,2,6,June,24,18,6,Sunday,1
170,2023-06-19,2023,2,6,June,25,19,0,Monday,0
171,2023-06-20,2023,2,6,June,25,20,1,Tuesday,0
172,2023-06-21,2023,2,6,June,25,21,2,Wednesday,0
173,2023-06-22,2023,2,6,June,25,22,3,Thursday,0
174,2023-06-23,2023,2,6,June,25,23,4,Friday,0
175,2023-06-24,2023,2,6,June,25,24,5,Saturday,1
176,2023-06-25,2023,2,6,June,25,25,6,Sunday,1
177,2023-06-26,2023,2,6,June,26,26,0,Monday,0
178,2023-06-27,2023,2,6,June,26,27,1,Tuesday,0
179,2023-06-28,2023,2,6,June,26,28,2,Wednesday,0
180,2023-06-29,2023,2,6,June,26,29,3,Thursday,0
181,2023-06-30,2023,2,6,June,26,30,4,Friday,0
182,2023-07-01,2023,3,7,July,26,1,5,Saturday,1
183,2023-07-02,2023,3,7,July,26,2,6,Sunday,1
184,2023-07-03,2023,3,7,July,27,3,0,Monday,0
185,2023-07-04,2023,3,7,July,27,4,1,Tuesday,0
186,2023-07-05,2023,3,7,July,27,5,2,Wednesday,0
187,2023-07-06,2023,3,7,July,27,6,3,Thursday,0
188,2023-07-07,2023,3,7,July,27,7,4,Friday,0
189,2023-07-08,2023,3,7,July,27,8,5,Saturday,1
190,2023-07-09,2023,3,7,July,27,9,6,Sunday,1
191,2023-07-10,2023,3,7,July,28,10,0,Monday,0
192,2023-07-11,2023,3,7,July,28,11,1,Tuesday,0
193,2023-07-12,2023,3,7,July,28,12,2,Wednesday,0
194,2023-07-13,2023,3,7,July,28,13,3,Thursday,0
195,2023-07-14,2023,3,7,July,28,14,4,Friday,0
196,2023-07-15,2023,3,7,July,28,15,5,Saturday,1
197,2023-07-16,2023,3,7,July,28,16,6,Sunday,1
198,2023-07-17,2023,3,7,July,29,17,0,Monday,0
199,2023-07-18,2023,3,7,July,29,18,1,Tuesday,0
200,2023-07-19,2023,3,7,July,29,19,2,Wednesday,0
201,2023-07-20,2023,3,7,July,29,20,3,Thursday,0
202,2023-07-21,2023,3,7,July,29,21,4,Friday,0
203,2023-07-22,2023,3,7,July,29,22,5,Saturday,1
204,2023-07-23,2023,3,7,July,29,23,6,Sunday,1
205,2023-07-24,2023,3,7,July,30,24,0,Monday,0
206,2023-07-25,2023,3,7,July,30,25,1,Tuesday,0
207,2023-07-26,2023,3,7,July,30,26,2,Wednesday,0
208,2023-07-27,2023,3,7,July,30,27,3,Thursday,0
209,2023-07-28,2023,3,7,July,30,28,4,Friday,0
210,2023-07-29,2023,3,7,July,30,29,5,Saturday,1
211,2023-07-30,2023,3,7,July,30,30,6,Sunday,1
212,2023-07-31,2023,3,7,July,31,31,0,Monday,0
213,2023-08-01,2023,3,8,August,31,1,1,Tuesday,0
214,2023-08-02,2023,3,8,August,31,2,2,Wednesday,0
215,2023-08-03,2023,3,8,August,31,3,3,Thursday,0
216,2023-08-04,2023,3,8,August,31,4,4,Friday,0
217,2023-08-05,2023,3,8,August,31,5,5,Saturday,1
218,2023-08-06,2023,3,8,August,31,6,6,Sunday,1
219,2023-08-07,2023,3,8,August,32,7,0,Monday,0
220,2023-08-08,2023,3,8,August,32,8,1,Tuesday,0
221,2023-08-09,2023,3,8,August,32,9,2,Wednesday,0
222,2023-08-10,2023,3,8,August,32,10,3,Thursday,0
223,2023-08-11,2023,3,8,August,32,11,4,Friday,0
224,2023-08-12,2023,3,8,August,32,12,5,Saturday,1
225,2023-08-13,2023,3,8,August,32,13,6,Sunday,1
226,2023-08-14,2023,3,8,August,33,14,0,Monday,0
227,2023-08-15,2023,3,8,August,33,15,1,Tuesday,0
228,2023-08-16,2023,3,8,August,33,16,2,Wednesday,0
229,2023-08-17,2023,3,8,August,33,17,3,Thursday,0
230,2023-08-18,2023,3,8,August,33,18,4,Friday,0
231,2023-08-19,2023,3,8,August,33,19,5,Saturday,1
232,2023-08-20,2023,3,8,August,33,20,6,Sunday,1
233,2023-08-21,2023,3,8,August,34,21,0,Monday,0
234,2023-08-22,2023,3,8,August,34,22,1,Tuesday,0
235,2023-08-23,2023,3,8,August,34,23,2,Wednesday,0
236,2023-08-24,2023,3,8,August,34,24,3,Thursday,0
237,2023-08-25,2023,3,8,August,34,25,4,Friday,0
238,2023-08-26,2023,3,8,August,34,26,5,Saturday,1
239,2023-08-27,2023,3,8,August,34,27,6,Sunday,1
240,2023-08-28,2023,3,8,August,35,28,0,Monday,0
241,2023-08-29,2023,3,8,August,35,29,1,Tuesday,0
242,2023-08-30,2023,3,8,August,35,30,2,Wednesday,0
243,2023-08-31,2023,3,8,August,35,31,3,Thursday,0
244,2023-09-01,2023,3,9,September,35,1,4,Friday,0
245,2023-09-02,2023,3,9,September,35,2,5,Saturday,1
246,2023-09-03,2023,3,9,September,35,3,6,Sunday,1
247,2023-09-04,2023,3,9,September,36,4,0,Monday,0
248,2023-09-05,2023,3,9,September,36,5,1,Tuesday,0
249,2023-09-06,2023,3,9,September,36,6,2,Wednesday,0
250,2023-09-07,2023,3,9,September,36,7,3,Thursday,0
251,2023-09-08,2023,3,9,September,36,8,4,Friday,0
252,2023-09-09,2023,3,9,September,36,9,5,Saturday,1
253,2023-09-10,2023,3,9,September,36,10,6,Sunday,1
254,2023-09-11,2023,3,9,September,37,11,0,Monday,0
255,2023-09-12,2023,3,9,September,37,12,1,Tuesday,0
256,2023-09-13,2023,3,9,September,37,13,2,Wednesday,0
257,2023-09-14,2023,3,9,September,37,14,3,Thursday,0
258,2023-09-15,2023,3,9,September,37,15,4,Friday,0
259,2023-09-16,2023,3,9,September,37,16,5,Saturday,1
260,2023-09-17,2023,3,9,September,37,17,6,Sunday,1
261,2023-09-18,2023,3,9,September,38,18,0,Monday,0
262,2023-09-19,2023,3,9,September,38,19,1,Tuesday,0
263,2023-09-20,2023,3,9,September,38,20,2,Wednesday,0
264,2023-09-21,2023,3,9,September,38,21,3,Thursday,0
265,2023-09-22,2023,3,9,September,38,22,4,Friday,0
266,2023-09-23,2023,3,9,September,38,23,5,Saturday,1
267,2023-09-24,2023,3,9,September,38,24,6,Sunday,1
268,2023-09-25,2023,3,9,September,39,25,0,Monday,0
269,2023-09-26,2023,3,9,September,39,26,1,Tuesday,0
270,2023-09-27,2023,3,9,September,39,27,2,Wednesday,0
271,2023-09-28,2023,3,9,September,39,28,3,Thursday,0
272,2023-09-29,2023,3,9,September,39,29,4,Friday,0
273,2023-09-30,2023,3,9,September,39,30,5,Saturday,1
274,2023-10-01,2023,4,10,October,39,1,6,Sunday,1
275,2023-10-02,2023,4,10,October,40,2,0,Monday,0
276,2023-10-03,2023,4,10,October,40,3,1,Tuesday,0
277,2023-10-04,2023,4,10,October,40,4,2,Wednesday,0
278,2023-10-05,2023,4,10,October,40,5,3,Thursday,0
279,2023-10-06,2023,4,10,October,40,6,4,Friday,0
280,2023-10-07,2023,4,10,October,40,7,5,Saturday,1
281,2023-10-08,2023,4,10,October,40,8,6,Sunday,1
282,2023-10-09,2023,4,10,October,41,9,0,Monday,0
283,2023-10-10,2023,4,10,October,41,10,1,Tuesday,0
284,2023-10-11,2023,4,10,October,41,11,2,Wednesday,0
285,2023-10-12,2023,4,10,October,41,12,3,Thursday,0
286,2023-10-13,2023,4,10,October,41,13,4,Friday,0
287,2023-10-14,2023,4,10,October,41,14,5,Saturday,1
288,2023-10-15,2023,4,10,October,41,15,6,Sunday,1
289,2023-10-16,2023,4,10,October,42,16,0,Monday,0
290,2023-10-17,2023,4,10,October,42,17,1,Tuesday,0
291,2023-10-18,2023,4,10,October,42,18,2,Wednesday,0
292,2023-10-19,2023,4,10,October,42,19,3,Thursday,0
293,2023-10-20,2023,4,10,October,42,20,4,Friday,0
294,2023-10-21,2023,4,10,October,42,21,5,Saturday,1
295,2023-10-22,2023,4,10,October,42,22,6,Sunday,1
296,2023-10-23,2023,4,10,October,43,23,0,Monday,0
297,2023-10-24,2023,4,10,October,43,24,1,Tuesday,0
298,2023-10-25,2023,4,10,October,43,25,2,Wednesday,0
299,2023-10-26,2023,4,10,October,43,26,3,Thursday,0
300,2023-10-27,2023,4,10,October,43,27,4,Friday,0
301,2023-10-28,2023,4,10,October,43,28,5,Saturday,1
302,2023-10-29,2023,4,10,October,43,29,6,Sunday,1
303,2023-10-30,2023,4,10,October,44,30,0,Monday,0
304,2023-10-31,2023,4,10,October,44,31,1,Tuesday,0
305,2023-11-01,2023,4,11,November,44,1,2,Wednesday,0
306,2023-11-02,2023,4,11,November,44,2,3,Thursday,0
307,2023-11-03,2023,4,11,November,44,3,4,Friday,0
308,2023-11-04,2023,4,11,November,44,4,5,Saturday,1
309,2023-11-05,2023,4,11,November,44,5,6,Sunday,1
310,2023-11-06,2023,4,11,November,45,6,0,Monday,0
311,2023-11-07,2023,4,11,November,45,7,1,Tuesday,0
312,2023-11-08,2023,4,11,November,45,8,2,Wednesday,0
313,2023-11-09,2023,4,11,November,45,9,3,Thursday,0
314,2023-11-10,2023,4,11,November,45,10,4,Friday,0
315,2023-11-11,2023,4,11,November,45,11,5,Saturday,1
316,2023-11-12,2023,4,11,November,45,12,6,Sunday,1
317,2023-11-13,2023,4,11,November,46,13,0,Monday,0
318,2023-11-14,2023,4,11,November,46,14,1,Tuesday,0
319,2023-11-15,2023,4,11,November,46,15,2,Wednesday,0
320,2023-11-16,2023,4,11,November,46,16,3,Thursday,0
321,2023-11-17,2023,4,11,November,46,17,4,Friday,0
322,2023-11-18,2023,4,11,November,46,18,5,Saturday,1
323,2023-11-19,2023,4,11,November,46,19,6,Sunday,1
324,2023-11-20,2023,4,11,November,47,20,0,Monday,0
325,2023-11-21,2023,4,11,November,47,21,1,Tuesday,0
326,2023-11-22,2023,4,11,November,47,22,2,Wednesday,0
327,2023-11-23,2023,4,11,November,47,23,3,Thursday,0
328,2023-11-24,2023,4,11,November,47,24,4,Friday,0
329,2023-11-25,2023,4,11,November,47,25,5,Saturday,1
330,2023-11-26,2023,4,11,November,47,26,6,Sunday,1
331,2023-11-27,2023,4,11,November,48,27,0,Monday,0
332,2023-11-28,2023,4,11,November,48,28,1,Tuesday,0
333,2023-11-29,2023,4,11,November,48,29,2,Wednesday,0
334,2023-11-30,2023,4,11,November,48,30,3,Thursday,0
335,2023-12-01,2023,4,12,December,48,1,4,Friday,0
336,2023-12-02,2023,4,12,December,48,2,5,Saturday,1
337,2023-12-03,2023,4,12,December,48,3,6,Sunday,1
338,2023-12-04,2023,4,12,December,49,4,0,Monday,0
339,2023-12-05,2023,4,12,December,49,5,1,Tuesday,0
340,2023-12-06,2023,4,12,December,49,6,2,Wednesday,0
341,2023-12-07,2023,4,12,December,49,7,3,Thursday,0
342,2023-12-08,2023,4,12,December,49,8,4,Friday,0
343,2023-12-09,2023,4,12,December,49,9,5,Saturday,1
344,2023-12-10,2023,4,12,December,49,10,6,Sunday,1
345,2023-12-11,2023,4,12,December,50,11,0,Monday,0
346,2023-12-12,2023,4,12,December,50,12,1,Tuesday,0
347,2023-12-13,2023,4,12,December,50,13,2,Wednesday,0
348,2023-12-14,2023,4,12,December,50,14,3,Thursday,0
349,2023-12-15,2023,4,12,December,50,15,4,Friday,0
350,2023-12-16,2023,4,12,December,50,16,5,Saturday,1
351,2023-12-17,2023,4,12,December,50,17,6,Sunday,1
352,2023-12-18,2023,4,12,December,51,18,0,Monday,0
353,2023-12-19,2023,4,12,December,51,19,1,Tuesday,0
354,2023-12-20,2023,4,12,December,51,20,2,Wednesday,0
355,2023-12-21,2023,4,12,December,51,21,3,Thursday,0
356,2023-12-22,2023,4,12,December,51,22,4,Friday,0
357,2023-12-23,2023,4,12,December,51,23,5,Saturday,1
358,2023-12-24,2023,4,12,December,51,24,6,Sunday,1
359,2023-12-25,2023,4,12,December,52,25,0,Monday,0
360,2023-12-26,2023,4,12,December,52,26,1,Tuesday,0
361,2023-12-27,2023,4,12,December,52,27,2,Wednesday,0
362,2023-12-28,2023,4,12,December,52,28,3,Thursday,0
363,2023-12-29,2023,4,12,December,52,29,4,Friday,0
364,2023-12-30,2023,4,12,December,52,30,5,Saturday,1
365,2023-12-31,2023,4,12,December,52,31,6,Sunday,1
366,2024-01-01,2024,1,1,January,1,1,0,Monday,0
367,2024-01-02,2024,1,1,January,1,2,1,Tuesday,0
368,2024-01-03,2024,1,1,January,1,3,2,Wednesday,0
369,2024-01-04,2024,1,1,January,1,4,3,Thursday,0
370,2024-01-05,2024,1,1,January,1,5,4,Friday,0
371,2024-01-06,2024,1,1,January,1,6,5,Saturday,1
372,2024-01-07,2024,1,1,January,1,7,6,Sunday,1
373,2024-01-08,2024,1,1,January,2,8,0,Monday,0
374,2024-01-09,2024,1,1,January,2,9,1,Tuesday,0
375,2024-01-10,2024,1,1,January,2,10,2,Wednesday,0
376,2024-01-11,2024,1,1,January,2,11,3,Thursday,0
377,2024-01-12,2024,1,1,January,2,12,4,Friday,0
378,2024-01-13,2024,1,1,January,2,13,5,Saturday,1
379,2024-01-14,2024,1,1,January,2,14,6,Sunday,1
380,2024-01-15,2024,1,1,January,3,15,0,Monday,0
381,2024-01-16,2024,1,1,January,3,16,1,Tuesday,0
382,2024-01-17,2024,1,1,January,3,17,2,Wednesday,0
383,2024-01-18,2024,1,1,January,3,18,3,Thursday,0
384,2024-01-19,2024,1,1,January,3,19,4,Friday,0
385,2024-01-20,2024,1,1,January,3,20,5,Saturday,1
386,2024-01-21,2024,1,1,January,3,21,6,Sunday,1
387,2024-01-22,2024,1,1,January,4,22,0,Monday,0
388,2024-01-23,2024,1,1,January,4,23,1,Tuesday,0
389,2024-01-24,2024,1,1,January,4,24,2,Wednesday,0
390,2024-01-25,2024,1,1,January,4,25,3,Thursday,0
391,2024-01-26,2024,1,1,January,4,26,4,Friday,0
392,2024-01-27,2024,1,1,January,4,27,5,Saturday,1
393,2024-01-28,2024,1,1,January,4,28,6,Sunday,1
394,2024-01-29,2024,1,1,January,5,29,0,Monday,0
395,2024-01-30,2024,1,1,January,5,30,1,Tuesday,0
396,2024-01-31,2024,1,1,January,5,31,2,Wednesday,0
397,2024-02-01,2024,1,2,February,5,1,3,Thursday,0
398,2024-02-02,2024,1,2,February,5,2,4,Friday,0
399,2024-02-03,2024,1,2,February,5,3,5,Saturday,1
400,2024-02-04,2024,1,2,February,5,4,6,Sunday,1
401,2024-02-05,2024,1,2,February,6,5,0,Monday,0
402,2024-02-06,2024,1,2,February,6,6,1,Tuesday,0
403,2024-02-07,2024,1,2,February,6,7,2,Wednesday,0
404,2024-02-08,2024,1,2,February,6,8,3,Thursday,0
405,2024-02-09,2024,1,2,February,6,9,4,Friday,0
406,2024-02-10,2024,1,2,February,6,10,5,Saturday,1
407,2024-02-11,2024,1,2,February,6,11,6,Sunday,1
408,2024-02-12,2024,1,2,February,7,12,0,Monday,0
409,2024-02-13,2024,1,2,February,7,13,1,Tuesday,0
410,2024-02-14,2024,1,2,February,7,14,2,Wednesday,0
411,2024-02-15,2024,1,2,February,7,15,3,Thursday,0
412,2024-02-16,2024,1,2,February,7,16,4,Friday,0
413,2024-02-17,2024,1,2,February,7,17,5,Saturday,1
414,2024-02-18,2024,1,2,February,7,18,6,Sunday,1
415,2024-02-19,2024,1,2,February,8,19,0,Monday,0
416,2024-02-20,2024,1,2,February,8,20,1,Tuesday,0
417,2024-02-21,2024,1,2,February,8,21,2,Wednesday,0
418,2024-02-22,2024,1,2,February,8,22,3,Thursday,0
419,2024-02-23,2024,1,2,February,8,23,4,Friday,0
420,2024-02-24,2024,1,2,February,8,24,5,Saturday,1
421,2024-02-25,2024,1,2,February,8,25,6,Sunday,1
422,2024-02-26,2024,1,2,February,9,26,0,Monday,0
423,2024-02-27,2024,1,2,February,9,27,1,Tuesday,0
424,2024-02-28,2024,1,2,February,9,28,2,Wednesday,0
425,2024-02-29,2024,1,2,February,9,29,3,Thursday,0
426,2024-03-01,2024,1,3,March,9,1,4,Friday,0
427,2024-03-02,2024,1,3,March,9,2,5,Saturday,1
428,2024-03-03,2024,1,3,March,9,3,6,Sunday,1
429,2024-03-04,2024,1,3,March,10,4,0,Monday,0
430,2024-03-05,2024,1,3,March,10,5,1,Tuesday,0
431,2024-03-06,2024,1,3,March,10,6,2,Wednesday,0
432,2024-03-07,2024,1,3,March,10,7,3,Thursday,0
433,2024-03-08,2024,1,3,March,10,8,4,Friday,0
434,2024-03-09,2024,1,3,March,10,9,5,Saturday,1
435,2024-03-10,2024,1,3,March,10,10,6,Sunday,1
436,2024-03-11,2024,1,3,March,11,11,0,Monday,0
437,2024-03-12,2024,1,3,March,11,12,1,Tuesday,0
438,2024-03-13,2024,1,3,March,11,13,2,Wednesday,0
439,2024-03-14,2024,1,3,March,11,14,3,Thursday,0
440,2024-03-15,2024,1,3,March,11,15,4,Friday,0
441,2024-03-16,2024,1,3,March,11,16,5,Saturday,1
442,2024-03-17,2024,1,3,March,11,17,6,Sunday,1
443,2024-03-18,2024,1,3,March,12,18,0,Monday,0
444,2024-03-19,2024,1,3,March,12,19,1,Tuesday,0
445,2024-03-20,2024,1,3,March,12,20,2,Wednesday,0
446,2024-03-21,2024,1,3,March,12,21,3,Thursday,0
447,2024-03-22,2024,1,3,March,12,22,4,Friday,0
448,2024-03-23,2024,1,3,March,12,23,5,Saturday,1
449,2024-03-24,2024,1,3,March,12,24,6,Sunday,1
