inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
229,21,16,2,4027,615,254
230,944,16,4,4313,617,308
231,207,19,6,114,650,1340
232,985,9,4,4964,88,1463
233,992,1,4,833,218,1100
234,445,20,2,4947,523,445
235,528,2,3,4995,160,1078
236,225,17,2,1524,382,158
237,218,4,1,430,921,582
238,320,19,1,4140,280,934
239,891,20,3,583,606,1445
240,223,20,6,1925,262,1223
241,778,19,6,2419,249,1493
242,153,2,6,3418,857,271
243,204,5,1,2716,493,485
244,759,12,2,3631,329,1394
245,831,2,5,4975,792,596
246,454,12,4,3120,313,1177
247,962,16,7,1919,70,511
248,288,4,5,4923,928,522
249,667,3,3,4679,277,1077
250,3,9,8,4462,58,825
251,308,7,8,3047,779,847
252,86,14,8,4892,230,844
253,108,5,8,2316,706,790
254,487,20,3,4512,936,1157
255,309,12,6,2601,811,1467
256,209,20,5,1175,999,1321
257,1017,5,7,4764,277,487
258,231,15,6,3998,355,1096
259,979,17,8,3228,891,166
260,1023,12,8,1610,339,1086
261,214,10,2,310,625,960
262,520,4,1,1560,697,1479
263,312,21,7,1338,874,1409
264,1056,18,7,3670,315,347
265,527,9,5,4525,785,112
266,419,12,2,844,649,1177
267,363,18,2,2789,713,708
268,913,14,7,179,857,145
269,969,3,7,1073,893,506
270,423,6,5,2784,499,1452
271,370,1,8,1061,915,624
272,498,21,2,388,132,1363
273,915,16,8,2386,123,170
274,942,22,1,3875,368,994
275,487,4,7,3551,783,1269
276,800,4,8,3847,870,349
277,1080,20,5,3958,115,494
278,804,7,8,2202,290,966
279,199,13,1,4439,975,657
280,27,9,2,4371,121,502
281,1033,3,5,112,57,130
282,970,7,7,1377,162,172
283,471,21,1,1715,894,1100
284,777,22,6,2572,313,628
285,505,20,3,588,699,924
286,1004,9,7,106,827,222
287,88,5,4,3476,707,388
288,62,19,5,1910,181,429
289,537,14,6,898,569,882
290,664,7,1,1308,859,716
291,532,11,1,4548,986,380
292,1006,6,7,1938,760,562
293,451,13,3,4266,119,1040
294,348,1,8,3461,258,170
295,398,12,8,3420,362,1358
296,835,21,2,3266,372,1279
297,1050,13,4,4088,641,603
298,356,1,2,2946,163,565
299,638,17,5,2360,762,813
300,229,10,2,550,56,1102
301,791,21,8,1473,736,251
302,721,15,4,920,952,913
303,239,3,2,3762,662,441
304,63,1,1,1525,364,933
305,716,11,2,4342,102,880
306,591,18,3,2748,679,951
307,19,9,5,3812,769,1311
308,817,17,4,908,544,382
309,240,2,1,1060,464,652
310,343,22,1,468,837,734
311,220,18,3,1397,517,1428
312,571,12,3,240,837,364
313,1094,6,6,4634,681,1266
314,151,1,6,2049,382,1152
315,431,22,3,4181,889,274
316,402,7,3,993,785,228
317,675,13,5,489,403,628
318,625,6,1,873,375,982
319,829,19,6,2527,91,1428
320,961,2,7,1294,533,1169
321,977,18,7,886,134,1166
322,370,9,6,4443,589,1345
323,726,10,3,1758,257,1365
324,984,9,4,4817,827,1310
325,651,6,8,4672,995,1381
326,1012,8,1,409,757,1337
327,868,16,7,4600,208,746
328,795,9,2,654,298,891
329,147,16,6,4213,792,1293
330,210,6,1,1823,580,997
331,963,14,8,3751,653,348
332,459,13,1,2794,331,1410
333,610,22,3,2399,193,566
334,748,22,3,1799,559,1175
335,1031,12,3,4921,219,1084
336,307,7,6,1583,739,1412
337,669,3,2,2966,237,307
338,178,14,1,1770,794,1133
339,118,19,1,1155,658,249
340,242,21,4,4243,359,324
341,738,21,8,550,439,381
342,684,12,2,3620,524,286
343,793,15,3,4847,588,928
344,191,9,6,4205,503,412
345,2,3,2,540,100,507
346,66,8,4,530,528,148
347,437,10,4,847,801,1176
348,191,2,1,3791,502,527
349,14,8,8,384,888,147
350,573,22,8,397,705,217
351,1075,6,8,4943,875,271
352,223,4,3,3750,263,1320
353,738,20,8,3668,227,1328
354,959,17,1,1947,589,281
355,445,15,5,3814,294,852
356,279,13,6,4256,404,1498
357,522,13,2,310,573,1406
358,276,1,8,1640,287,906
359,764,18,1,3383,433,1420
360,434,12,6,981,280,731
361,654,5,3,688,354,1481
362,1080,6,2,1420,482,1285
363,163,14,2,3183,937,716
364,1075,9,7,690,801,1333
365,64,14,8,2270,944,1142
366,204,21,5,237,263,451
367,139,2,3,3078,120,651
368,1085,4,3,2260,440,898
369,38,1,1,4566,296,1256
370,715,18,7,3615,795,1227
371,154,22,5,1280,537,113
372,977,13,2,1251,71,294
373,324,8,5,4509,633,1181
374,168,13,2,4657,71,331
375,413,12,6,2391,102,1379
376,204,11,4,3672,920,1426
377,332,1,8,1583,546,846
378,166,12,7,629,347,350
379,504,5,6,301,918,1142
380,140,11,7,4909,578,286
381,320,22,2,4603,349,194
382,33,20,4,1918,206,1122
383,875,15,5,2745,58,559
384,569,21,4,4158,823,1483
385,793,15,8,2139,620,736
386,994,16,2,801,585,254
387,719,7,3,3518,367,1297
388,125,10,6,2910,506,1032
389,779,11,1,2027,240,775
390,53,15,3,3820,676,1177
391,994,10,2,1049,200,1002
392,275,9,7,3520,656,501
393,554,7,5,3017,584,1155
394,416,3,5,4508,844,556
395,791,22,7,3044,807,1057
396,76,2,2,2976,694,937
397,559,7,8,1656,578,1415
398,79,9,5,3457,776,975
399,1039,15,5,2188,590,380
400,956,17,8,1524,591,491
401,965,15,6,4309,746,148
402,153,3,1,1623,731,383
403,940,14,2,4515,944,1067
404,934,12,6,2597,303,474
405,962,10,6,2856,122,1301
406,316,5,2,3015,95,831
407,135,22,4,4990,800,219
408,1070,1,7,4980,480,966
409,734,22,2,1195,544,800
410,265,16,4,4826,514,946
411,1088,9,2,1814,322,508
412,689,5,3,4016,988,461
413,270,10,6,1082,162,149
414,779,9,7,597,664,1075
415,352,2,1,2397,333,756
416,602,6,3,1662,404,128
417,435,16,1,4307,918,589
418,258,4,1,1120,669,158
419,65,22,3,3958,411,697
420,638,19,2,4696,770,597
421,249,2,3,1181,699,1010
422,157,2,7,4462,670,396
423,70,21,3,2982,142,799
424,647,22,1,896,650,1482
425,4,5,5,2338,809,500
426,977,5,8,2579,740,1104
427,1024,9,4,1945,229,1473
428,999,3,1,2865,841,343
429,17,16,2,3762,162,1481
430,670,2,1,161,286,1311
431,316,13,6,1869,508,913
432,57,4,7,4198,528,191
433,285,20,6,2487,188,1440
434,417,7,7,4568,447,1376
435,568,8,4,1479,766,1473
436,104,8,1,1105,370,1496
437,319,16,1,320,802,1275
438,780,22,3,1182,125,218
439,634,20,4,3951,307,1056
440,287,19,8,4296,89,636
441,579,12,2,2111,448,1442
442,1096,19,6,1253,958,175
443,853,17,1,4056,113,994
444,874,17,1,191,588,1294
445,280,7,1,3140,993,678
446,23,4,8,3458,399,1269
447,500,14,5,1427,447,462
448,844,16,1,1684,313,392
449,239,12,2,3154,653,1320
450,753,3,4,3226,484,839
451,402,14,1,2020,701,1466
452,711,15,7,4972,251,1122
453,908,2,2,1445,873,1207
454,101,8,1,2870,831,593
455,35,7,3,2073,437,988
456,988,18,5,1786,703,470
457,579,21,6,4123,374,994
458,57,19,1,930,624,539
459,31,21,1,316,169,228
460,514,11,3,3208,464,304
461,566,19,5,1297,240,605
462,171,3,2,4685,636,121
463,583,10,2,1372,554,549
464,843,11,2,1070,996,623
465,883,18,7,1720,877,1010
466,777,16,7,4874,752,893
467,962,1,7,1630,715,205
468,775,20,1,3904,370,261
469,727,20,4,2234,751,145
470,886,7,5,2930,733,469
471,372,9,7,709,313,445
472,1053,18,2,600,456,1445
473,885,4,4,688,365,1018
474,235,18,7,2464,219,712
475,359,10,5,3836,820,825
476,747,3,1,1650,368,721
477,560,16,6,151,88,1033
478,968,12,6,185,910,658
479,388,7,6,3356,72,625
480,892,12,6,862,96,581
481,77,8,5,3065,715,619
482,12,4,7,4517,78,503
483,373,3,5,4249,776,785
484,627,22,1,2577,508,689
485,1087,10,6,3820,682,332
486,195,16,8,1159,777,788
487,1090,19,4,1590,520,1096
488,537,11,3,1572,568,1228
489,64,17,3,3287,689,1270
490,908,11,5,2903,503,455
491,237,3,7,3600,841,333
492,186,21,3,2797,520,616
493,254,16,8,442,648,1419
494,269,6,7,4738,293,529
495,767,17,5,1309,745,1178
496,924,10,6,2069,207,777
497,539,8,4,3031,568,201
498,381,1,7,3484,397,1015
499,302,8,2,700,796,1103
500,541,10,1,2561,308,1455
501,563,8,7,3295,624,527
502,167,4,1,1030,296,433
503,536,16,5,2608,555,1464
504,368,13,3,4562,642,178
505,498,3,2,4425,555,1158
506,639,13,7,3536,508,671
507,112,12,7,3726,703,549
508,705,21,5,2196,112,914
509,843,4,6,1094,234,1039
510,397,16,8,3643,309,1382
511,620,7,5,4336,596,242
512,787,19,4,3823,789,447
513,170,21,8,964,111,389
514,343,14,2,2368,433,998
515,975,22,6,2018,762,1107
516,1013,14,6,4126,998,598
517,954,9,8,1906,404,1006
518,194,18,3,1536,155,253
519,304,4,3,4822,372,443
520,550,18,8,1687,911,1257
521,934,9,3,4401,692,174
522,194,20,2,897,277,1156
523,665,16,4,996,108,433
524,522,2,5,156,92,669
525,1095,15,6,296,320,902
526,285,17,8,280,556,1492
527,1068,14,2,4613,935,1251
528,1087,21,1,2890,324,563
529,43,19,7,3887,618,985
530,226,5,8,2244,635,1487
531,1081,2,6,3913,998,414
532,975,1,5,4802,485,103
533,704,22,5,1571,165,1025
534,848,14,6,1239,257,117
535,669,13,4,2353,665,308
536,1024,16,5,2314,592,925
537,188,5,7,4926,277,1373
538,730,22,7,961,844,870
539,238,5,7,1241,102,228
540,461,6,1,1865,313,900
541,678,10,4,2686,746,986
542,312,7,4,1437,479,836
543,589,6,6,4461,735,845
544,299,19,1,4417,873,1182
545,383,7,1,599,122,1015
546,10,4,6,1776,342,847
547,1030,20,4,4585,440,1105
548,482,11,6,4862,817,1392
549,994,9,3,737,530,1441
550,130,7,5,3327,582,1395
551,988,21,4,710,243,1435
552,814,5,5,2177,53,1487
553,345,1,1,887,771,637
554,924,4,7,2949,755,726
555,780,21,3,2894,317,218
556,872,15,8,2799,688,782
557,100,5,4,1565,471,1070
558,773,1,4,4051,616,240
559,669,4,3,2198,722,214
560,500,20,5,1541,175,796
561,844,20,7,3371,851,677
562,587,13,5,3711,75,110
563,73,7,6,4016,71,347
564,992,11,4,3939,792,562
565,20,11,1,661,794,1390
566,15,15,4,3706,816,146
567,1060,2,2,4826,456,1391
568,652,8,2,2686,574,900
569,583,13,8,3994,133,1052
570,746,15,3,3755,428,1232
571,1056,22,2,3025,253,1063
572,540,5,4,1289,287,705
573,234,2,5,2785,271,1467
574,452,6,4,3804,765,1189
575,486,7,6,3627,912,1451
576,16,12,5,4348,278,1288
577,750,1,2,566,932,850
578,51,21,3,3076,531,655
579,1072,16,6,4225,697,474
580,907,18,3,3858,639,289
581,54,2,5,4774,754,1046
582,220,4,8,3249,360,611
583,504,9,5,2815,699,1197
584,44,4,5,4819,699,610
585,536,10,2,4690,556,423
586,430,11,6,1112,540,1283
587,63,18,7,412,598,400
588,906,14,6,452,600,770
589,566,11,6,2808,192,659
590,818,20,4,2908,782,1073
591,101,13,5,4523,131,1393
592,370,18,5,321,806,1021
593,680,15,3,4549,689,1491
594,612,2,8,4596,564,231
595,932,7,2,1809,968,1283
596,739,7,5,3781,768,935
597,562,5,6,2128,495,1131
598,1089,3,5,1139,191,156
599,702,15,3,792,767,690
600,643,2,8,3535,720,440
601,784,13,3,966,64,231
602,552,2,7,2846,862,575
603,156,12,7,1032,434,602
604,867,21,3,253,404,103
605,331,16,6,2121,443,392
606,262,21,2,2229,395,797
607,1044,14,6,363,576,600
608,12,14,5,4501,885,283
609,107,2,5,3934,342,119
610,212,5,8,1392,662,937
611,1072,18,4,3324,422,141
612,769,17,1,4081,706,1426
613,327,13,6,1541,177,1066
614,1073,8,6,1666,589,1456
615,639,8,4,3550,190,1092
616,126,10,5,1398,501,1136
617,27,1,7,3049,495,1406
618,705,14,4,3158,731,275
619,195,20,1,4985,416,1188
620,96,4,4,4967,463,1437
621,115,15,3,131,757,1248
622,50,1,3,918,304,1160
623,41,16,1,4377,442,446
624,865,4,2,2895,648,802
625,102,13,5,2746,682,632
626,482,7,3,2040,327,366
627,814,10,1,1237,591,462
628,944,18,7,4368,841,766
629,957,14,8,240,839,356
630,377,12,3,1904,523,319
631,456,9,3,1576,162,539
632,513,7,2,3507,219,1348
633,1050,4,3,3597,444,817
634,1004,19,5,4310,490,1293
635,492,16,3,477,661,1298
636,110,20,7,4428,92,359
637,317,22,5,326,304,231
638,700,12,5,3668,908,1040
639,999,8,3,381,404,271
640,272,10,3,2945,984,1374
641,178,9,4,4013,822,389
642,1061,3,3,3967,920,894
643,768,20,7,4737,955,1482
644,41,14,1,2205,232,1052
645,923,3,8,560,173,1017
646,608,13,5,1220,321,1390
647,569,16,5,3105,603,975
648,968,17,1,4346,980,153
649,995,18,7,4340,405,495
650,768,22,6,2516,248,1275
651,722,16,2,3451,723,252
652,415,3,6,1685,624,639
653,813,6,6,813,602,701
654,814,10,7,1344,982,1041
655,329,19,8,4943,772,608
656,308,2,4,1756,132,580
657,469,10,7,1024,684,290
658,7,12,1,3121,926,312
659,561,16,5,3574,893,279
660,29,14,6,3859,421,1485
661,11,5,1,3323,929,491
662,196,21,8,330,146,410
663,81,12,1,700,982,341
664,233,3,1,291,411,931
665,832,4,2,3474,518,1135
666,769,10,1,3747,575,528
667,109,17,7,323,806,658
668,548,11,8,894,710,1491
669,80,1,6,3504,956,171
670,948,19,2,600,421,1182
671,1084,4,7,3757,477,375
672,637,16,3,1654,651,1254
673,994,17,8,2811,160,1466
674,630,1,3,2670,153,1034
675,460,14,7,1247,997,1367
676,1040,3,7,4971,805,1465
677,465,16,5,2008,443,493
678,513,12,4,4563,551,464
679,915,15,7,2880,526,875
680,60,13,1,1594,617,384
681,584,9,4,3585,686,742
682,542,12,7,2811,610,950
683,863,19,4,1624,236,1474
684,494,1,3,468,330,481
685,277,12,6,823,950,456
686,317,17,4,2251,415,139
687,323,7,2,114,383,448
688,216,1,7,3808,202,466
689,1034,5,1,1604,412,1146
690,259,22,1,4960,911,1217
691,1075,6,5,2425,836,1122
692,104,15,3,3367,275,1206
693,383,21,1,555,845,464
694,766,8,1,1457,698,899
695,372,16,4,643,255,685
696,177,2,4,742,589,986
697,66,17,8,4336,604,1355
698,81,1,4,867,483,1364
699,742,6,8,1140,754,679
700,185,1,5,3349,247,1487
701,203,2,7,352,861,1363
702,648,3,5,3141,717,718
703,855,18,1,4375,91,572
704,153,18,2,4287,513,1037
705,570,14,4,4655,477,644
706,526,4,2,3010,74,1213
707,736,2,7,3097,806,1003
708,1072,4,1,3491,834,586
709,207,19,1,2621,774,681
710,817,13,5,892,946,986
711,1058,22,3,1279,711,1257
712,303,15,6,1966,891,732
713,546,10,7,1044,570,1168
714,396,22,5,3699,922,983
715,742,20,3,4786,274,1004
716,850,4,1,3048,618,1004
717,603,21,6,139,392,465
718,1048,12,1,3024,946,1026
719,729,17,8,3844,577,318
720,218,16,8,3310,339,564
721,480,11,7,4055,805,1157
722,167,16,1,2114,301,1231
723,732,9,6,848,398,765
724,402,13,5,471,966,832
725,360,10,4,4538,589,236
726,558,22,2,1197,318,299
727,785,10,7,3503,609,1467
728,444,10,7,1383,203,1167
729,198,7,3,481,226,974
730,1021,9,6,300,961,1272
731,549,11,6,4888,247,748
732,372,17,1,444,468,143
733,837,3,7,575,251,572
734,1019,10,4,2699,317,575
735,780,4,7,1611,530,570
736,508,10,7,4622,159,975
737,1023,13,6,2062,414,953
738,647,14,6,284,750,122
739,719,6,4,3772,443,1463
740,207,17,7,3795,773,1325
741,1087,13,6,329,655,403
742,263,10,7,1231,511,632
743,94,16,5,3247,345,506
744,911,2,2,1717,207,796
745,499,13,8,984,79,403
746,223,13,4,285,517,1070
747,122,11,1,1256,474,1498
748,293,2,3,2535,309,229
749,402,2,4,1503,784,1426
750,122,22,8,1261,128,117
751,211,2,8,1873,87,1082
752,327,3,2,386,974,1459
753,376,2,3,3949,570,1221
754,210,15,4,2127,482,1473
755,295,17,2,430,905,656
756,1040,6,7,1639,202,1052
757,740,22,8,2028,142,642
758,661,1,6,2214,300,578
759,381,21,8,1621,457,454
760,319,5,2,4048,233,424
761,224,9,6,1561,96,427
762,815,21,8,4430,733,978
763,398,17,2,1016,722,146
764,1081,21,5,170,588,188
765,1007,19,2,4355,687,1160
766,528,9,1,4370,775,410
767,1019,1,8,3538,362,1432
768,965,21,2,2888,966,182
769,612,17,1,2837,586,626
770,679,11,1,2339,369,1367
771,177,22,6,3286,861,1342
772,1045,20,4,534,342,1186
773,897,12,8,264,660,1004
774,451,16,2,3664,725,1384
775,853,20,8,2374,487,768
776,439,3,3,1710,450,447
777,643,18,3,2780,462,419
778,722,21,1,1400,982,312
779,211,7,4,622,322,1039
780,215,6,4,2419,75,610
781,10,20,7,937,476,965
782,938,2,1,4578,944,1073
783,37,8,2,1949,279,1491
784,1066,1,3,4879,110,1330
785,16,13,4,577,204,1356
786,1066,4,8,3815,966,882
787,269,20,3,2035,909,1136
788,1088,15,4,442,698,925
789,21,13,2,3488,263,1466
790,720,10,2,485,296,424
791,711,16,5,3439,732,1484
792,1025,18,6,929,187,974
793,832,17,2,1346,616,110
794,69,20,7,567,851,739
795,466,12,7,3691,849,1120
796,180,12,1,3492,617,1347
797,640,16,3,4265,217,435
798,624,2,2,3279,989,1360
799,673,16,1,3889,968,843
800,749,19,1,4190,640,884
801,633,22,6,501,99,1163
802,773,11,5,1206,957,1158
803,1044,14,7,1219,400,240
804,47,21,5,3629,853,213
805,1054,2,1,3544,134,906
806,408,16,3,3289,74,295
807,530,14,1,2390,778,1409
808,348,13,4,1585,610,843
809,758,8,5,1527,614,869
810,868,14,7,3506,394,946
811,256,1,7,4521,703,511
812,784,3,6,3514,379,1015
813,383,5,7,3926,258,965
814,81,22,4,2369,189,360
815,504,15,4,3376,386,1165
816,265,2,4,2443,60,633
817,812,14,1,1360,354,324
818,317,6,4,309,374,331
819,895,10,7,3149,164,690
820,498,7,1,4191,291,455
821,700,13,8,518,771,776
822,236,17,8,2059,812,1451
823,1041,20,7,932,149,226
824,198,8,1,3470,84,210
825,511,4,4,3656,338,252
826,773,21,3,1681,75,273
827,544,6,1,4140,112,525
828,210,8,4,967,903,195
829,122,20,3,3484,246,1420
830,130,22,7,2096,648,1334
831,248,21,4,4815,314,447
832,493,3,7,1619,414,482
833,895,20,5,1120,320,121
834,260,16,1,1378,363,857
835,251,16,4,2603,814,601
836,1009,1,4,1493,282,1071
837,548,6,7,1736,485,684
838,260,5,1,4938,171,1496
839,172,2,1,813,301,620
840,781,13,4,1396,468,1021
841,990,13,3,4256,608,824
842,863,2,6,340,755,515
843,718,7,2,2711,725,334
844,915,3,2,2002,826,1470
845,197,6,5,2029,839,856
846,159,22,5,1791,233,765
847,1093,4,2,2816,735,389
848,711,6,2,1000,884,760
849,997,2,8,868,459,1308
850,648,4,8,3181,445,916
851,628,13,4,4562,557,1042
852,945,22,1,4645,668,1487
853,626,14,3,1291,905,178
854,374,13,2,3789,213,351
855,893,4,3,2849,230,254
856,1025,18,3,4054,452,502
857,1024,22,4,3997,502,161
858,370,13,4,869,887,582
859,949,18,7,1846,686,221
860,594,5,4,2625,354,447
861,773,10,3,168,791,262
862,989,16,6,261,354,490
863,527,13,3,4538,315,114
864,822,2,2,1025,429,724
865,1038,20,4,2514,675,880
866,325,15,8,2370,713,135
867,805,19,5,204,97,1417
868,143,21,5,574,291,519
869,275,12,7,2432,80,720
870,1042,10,2,3226,640,875
871,680,12,8,4804,128,1453
872,672,1,8,653,204,703
873,999,7,1,2748,486,811
874,581,3,5,4107,301,237
875,366,10,7,4120,186,1205
876,387,15,4,1155,895,1432
877,378,21,4,705,403,421
878,35,6,3,2681,241,679
879,812,4,3,2035,775,403
880,446,9,8,1310,484,1117
881,215,1,3,1036,432,848
882,1025,8,5,4986,203,119
883,633,5,4,783,176,1468
884,165,18,3,2674,384,1156
885,1092,18,2,665,319,1453
886,857,8,1,466,638,512
887,803,19,8,601,763,964
888,1056,3,6,845,466,1193
889,632,22,3,1663,503,946
890,902,2,7,3223,724,339
891,899,9,6,707,467,1360
892,111,22,7,942,996,283
893,629,18,1,434,800,1330
894,815,12,2,1502,329,1171
895,175,17,5,1932,337,1161
896,171,10,8,1216,840,291
897,663,12,6,1485,409,681
898,210,7,8,838,361,877
899,1012,15,4,1809,334,1258
900,957,14,4,871,918,306
901,27,13,7,1118,141,836
902,523,17,4,930,581,730
903,970,4,3,358,192,448
904,859,16,3,4488,495,1175
905,761,19,1,4641,318,1232
906,525,14,2,1776,634,417
907,269,8,1,3056,73,1243
908,1074,11,3,4990,486,1482
909,407,15,2,1948,762,140
910,541,22,3,1912,676,798
911,193,2,1,3611,385,234
